Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name,Indication,MOA,,,,,,Price,4.21,
,TSHA-102,Rett,,,,,,,Shares,273.919373,Q325
,,,,,,,,,MC,1153.20056033,
,,,,,,,,,Cash,297.344,Q325
,,,,,,,,,Debt,50.852,Q325
,,,,,,,,,EV,906.7085603299998,
,,,,,,,,,,,
,,,,,,,,,CEO: Sean Nolan,,
