Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Name,Indication,MOA,Competition,,,,,,Price,31.98,
,BMB-101,Developmental Epilepsies,5-HT2C agonist,"bexicaserin, fenfluramine",,,,,,Shares,6.124086999999999,Q324
,BMB-202,Depression,,,,,,,,MC,195.84830226,
,,,,,,,,,,Cash,40.720092,Q324
,,,,,,,,,,Debt,0.0,Q324
,,,,,,,,,,EV,155.12821026,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,1/7/25: hires CMO,,,,
,,,,,,,,11/4/24: sold 1.6m shares at 21.70 for $35m gross.,,,,
,,,,,,,,10/14/24: Lundbeck agrees to acquire Longboard for $2.5B.,,,,
,,,,,,,,1/19/22: UCB agrees to acquire Zogenix for $1.9B.,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,3/26/20: changed name to Bright Minds,,,,
,,,,,,,,2019: incorporated in Canada as 1210954 BC Ltd,,,,
,,,,,,,,,,,,
,,,,,,,,"CEO: Ian McDonald, Dubai - gold mining management team. Owns 19.53% of company.",,,,
,,,,,,,,"CFO: Ryan Cheung, Canada",,,,
,,,,,,,,"CMO: Mark Smith, Maryland, CMO VistaGen",,,,
,,,,,,,,Zero employees,,,,
,,,,,,,,subsidiary Bright Minds Biosciences has one employee,,,,
,,,,,,,,Cormorant 15% holder,,,,
,,,,,,,,COO: Alex Vasilkevich,,,,
