Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name,Indication,MOA,Approved,IP,Economics,Admin,,Price,35.0,
,Spikevax,COVID-19,,,,,,,Shares,384.817811,Q424
,mRESVIA (mRNA-1345),RSV older adults,,2024,,,,,MC,13468.623385,
,,,,Phase,,,,,Cash,9519.0,Q424
,mRNA-1647,CMV,,"III, data YE",,,,,Debt,0.0,Q424
,mRNA-1283,COVID-19,,,,,,,EV,3949.623385000001,
,mRNA-1010,Influenza,,III,,,,,,,
,mRNA-1020,Influenza,,,,,,,,,
,mRNA-1030,Influenza,,,,,,,,,
,mRNA-1011,Influenza,,,,,,,,,
,mRNA-1083,COVID-19+Influenza,,Filed/III,,,,,CEO: Stephane Bancel,,
,mRNA-1012,Influenza,,,,,,,CFO: James Mock,,
,mRNA-3927,Propionic Acidemia,,II,,,,,,,
,mRNA-1403,Norovirus,trivalent,III,,,,,CCO: Arpa Garay,,
,mRNA-3705,MMA,,pivotal,,,,,,,
,mRNA-3139,OTC,,,,,,,,,
,mRNA-4157/V940,Oncology,PCV,II,,MRK,,,,,
,mRNA-1608,HSV,,,,,,,,,
,mRNA-1468,VZV,,,,,,,,,
,VXc-522,Cystic Fibrosis,,,,VRTX,,,,,
,,,,,,,,,,,
,,,,12/13/22: 4157 Phase II data,,,,,,,
,,,,Q123: RSV data,,,,,,,
,,,,Q123: influenza p3 immunogenicity data,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,mRNA-3745,GSD1a,,,,,,,,,
,mRNA-1893,Zika,,,,,,,,,
,mRNA-1215,Nipah,Vaccine,,,,,,,,
,mRNA-1189,EBV,Vaccine,I,,,,,,,
,mRNA-3283,PKU,,,,,,,,,
,mRNA-1574,HIV,Vaccine,I,,,,,,,
