Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Name,Indication,MOA,,,,,,,Price,3.43,
,imdusiran,HBV,RNAi,,,,,,,Shares,189.491685,Q324
,AB-101,HBV,oral PD-L1,,,,,,,MC,649.95647955,
,,,,,,,,,,Cash,130.758,Q324
,,,,,,,,,,Debt,0.0,Q324
,,,,,,,,,,EV,519.19847955,
,,,,,9/24/2025 trial with Moderna,,,,,,,
,,,,,,,,,,AD,1334.04,Q324
,,,,,,,,,,PIC,1489.02,Q324
,,,,,,,,,,,,
,,,,,,,,,,CEO: Michael J. McElhaugh,,
